"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Grenchen SO","Die Gemeinde Grenchen hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 69,2 Prozent Ja-Stimmen angenommen. Grenchen hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Granges (SO)","La population de Granges (SO) approuve à 69,2 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Granges (SO) a approuvé la réforme, tout comme son canton.","Granges (SO)","I cittadini di Granges hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 69,2 per cento di voti a favore. Granges ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Günsberg SO","In Günsberg hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf keine Mehrheit gefunden. Auf 94,3 Prozent der abgegebenen Stimmzettel stand ein Nein. Günsberg hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Günsberg (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est refusé à 94,3 pour cent à Günsberg. Günsberg a rejeté la réforme, contrairement à son canton.","Günsberg (SO)","I cittadini di Günsberg hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 94,3 per cento di voti contrari. Günsberg ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Hubersdorf SO","In Hubersdorf hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 71,2 Prozent angenommen. Hubersdorf hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Hubersdorf (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Hubersdorf par 71,2 pour cent des votants. Hubersdorf a approuvé la réforme, tout comme son canton.","Hubersdorf (SO)","A Hubersdorf gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 71,2 per cento di ""sì"". Hubersdorf ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Kammersrohr SO","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf  in Kammersrohr: Mit 7'720 Nein- zu 1'250 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 86,1 Prozent. Kammersrohr hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Kammersrohr (SO)","C'est non à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre à Kammersrohr. Les habitants ont refusé le texte à 86,1 pour cent. Kammersrohr a rejeté la réforme, contrairement à son canton.","Kammersrohr (SO)","Gli elettori di Kammersrohr si sono mostrati scettici nei confronti della modifica del diritto di locazione (disdetta per bisogno personale), che è stata respinta con il 86,1 per cento di voti contrari. Kammersrohr ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Langendorf SO","54,5 Prozent der Stimmbürgerinnen und Stimmbürger von Langendorf sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Langendorf hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Langendorf (SO)","Les habitants de Langendorf s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 54,5 pour cent des voix. Langendorf a rejeté la réforme, contrairement à son canton.","Langendorf (SO)","Gli abitanti di Langendorf hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 54,5 per cento di ""no"". Langendorf ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Lommiswil SO","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Lommiswil. Die Gemeinde hat die Vorlage mit 62,3 Prozent abgelehnt. Lommiswil hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Lommiswil (SO)","A Lommiswil, les citoyens rejettent à 62,3 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Lommiswil a rejeté la réforme, contrairement à son canton.","Lommiswil (SO)","Nel comune di Lommiswil, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 62,3 per cento di voti contrari. Lommiswil ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Oberdorf SO","96,5 Prozent der Stimmbürgerinnen und Stimmbürger von Oberdorf SO sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Oberdorf SO hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Solothurn.","Oberdorf (SO)","Les habitants d'Oberdorf (SO) s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 96,5 pour cent des voix. Le plus fort pourcentage de non du canton de Soleure a été obtenu à Oberdorf (SO).","Oberdorf (SO)","Gli abitanti di Oberdorf SO hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 96,5 per cento di ""no"". Il maggior numero di ""no"" nel canton Soletta è stato ottenuto a Oberdorf SO."
"Riedholz SO","54,6 Prozent der Abstimmenden in der Gemeinde Riedholz haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Riedholz hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Riedholz (SO)","Les habitants de Riedholz acceptent avec 54,6 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Riedholz a approuvé la réforme, tout comme son canton.","Riedholz (SO)","Il 54,6 per cento degli elettori di Riedholz ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Riedholz ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Rüttenen SO","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Rüttenen. Die Gemeinde hat die Vorlage mit 64,1 Prozent abgelehnt. Rüttenen hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Rüttenen (SO)","A Rüttenen, les citoyens rejettent à 64,1 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Rüttenen a rejeté la réforme, contrairement à son canton.","Rüttenen (SO)","Nel comune di Rüttenen, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 64,1 per cento di voti contrari. Rüttenen ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Selzach SO","In Selzach hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 91,1 Prozent angenommen. Selzach hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Selzach (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Selzach par 91,1 pour cent des votants. Selzach a approuvé la réforme, tout comme son canton.","Selzach (SO)","A Selzach gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 91,1 per cento di ""sì"". Selzach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Boningen SO","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Boningen: Mit 61,3 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Boningen hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Boningen (SO)","Boningen dit oui à 61,3 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Boningen a approuvé la réforme, tout comme son canton.","Boningen (SO)","Gli abitanti di Boningen hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 61,3 per cento di ""sì"". Boningen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Däniken SO","75,7 Prozent der Stimmbürgerinnen und Stimmbürger von Däniken sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Däniken hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Däniken (SO)","Les habitants de Däniken s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 75,7 pour cent des voix. Däniken a rejeté la réforme, contrairement à son canton.","Däniken (SO)","Gli abitanti di Däniken hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 75,7 per cento di ""no"". Däniken ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Dulliken SO","In Dulliken hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf keine Mehrheit gefunden. Auf 92,4 Prozent der abgegebenen Stimmzettel stand ein Nein. Dulliken hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Dulliken (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est refusé à 92,4 pour cent à Dulliken. Dulliken a rejeté la réforme, contrairement à son canton.","Dulliken (SO)","I cittadini di Dulliken hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 92,4 per cento di voti contrari. Dulliken ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Eppenberg-Wöschnau SO","Eppenberg-Wöschnau hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 93,4 Prozent abgelehnt. Eppenberg-Wöschnau hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Eppenberg-Wöschnau (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens d'Eppenberg-Wöschnau. Ils ont refusé le texte à 93,4 pour cent. Eppenberg-Wöschnau a rejeté la réforme, contrairement à son canton.","Eppenberg-Wöschnau (SO)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a Eppenberg-Wöschnau, dove ha riscosso il 93,4 per cento di ""no"". Eppenberg-Wöschnau ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Fulenbach SO","50,5 Prozent der Abstimmenden in der Gemeinde Fulenbach haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Fulenbach hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Fulenbach (SO)","Les habitants de Fulenbach acceptent avec 50,5 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Fulenbach a approuvé la réforme, tout comme son canton.","Fulenbach (SO)","Il 50,5 per cento degli elettori di Fulenbach ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Fulenbach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Gretzenbach SO","Gretzenbach hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 73,8 Prozent abgelehnt. Gretzenbach hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Gretzenbach (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas trouvé grâce aux yeux des citoyens de Gretzenbach. Ils ont refusé le texte à 73,8 pour cent. Gretzenbach a rejeté la réforme, contrairement à son canton.","Gretzenbach (SO)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata respinta a Gretzenbach, dove ha riscosso il 73,8 per cento di ""no"". Gretzenbach ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Gunzgen SO","61,8 Prozent der Stimmbürgerinnen und Stimmbürger von Gunzgen haben die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf angenommen. Gunzgen hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Gunzgen (SO)","Les habitants de Gunzgen soutiennent à 61,8 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Gunzgen a approuvé la réforme, tout comme son canton.","Gunzgen (SO)","Gli elettori di Gunzgen si sono mostrati favorevoli alla modifica del diritto di locazione (disdetta per bisogno personale), che ha ricevuto il 61,8 per cento di ""sì"". Gunzgen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Hägendorf SO","In Hägendorf hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 52,3 Prozent angenommen. Hägendorf hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Hägendorf (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Hägendorf par 52,3 pour cent des votants. Hägendorf a approuvé la réforme, tout comme son canton.","Hägendorf (SO)","A Hägendorf gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 52,3 per cento di ""sì"". Hägendorf ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Kappel SO","In Kappel SO hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 82,6 Prozent angenommen. Kappel SO hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Kappel (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Kappel (SO) par 82,6 pour cent des votants. Kappel (SO) a approuvé la réforme, tout comme son canton.","Kappel (SO)","A Kappel SO gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 82,6 per cento di ""sì"". Kappel SO ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Olten SO","Die Gemeinde Olten hat am Abstimmungssonntag für einen Rekord gesorgt: Sie hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit dem höchsten Ja-Anteil in der ganzen Schweiz angenommen: 99,9 Prozent befürworteten die Vorlage. Olten hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Solothurn.","Olten (SO)","Nulle part ailleurs en Suisse la volonté d'assouplir le droit du bail en faveur des propriétaires pour leur besoin propre n'a été exprimée plus clairement qu'à Olten. Les électeurs de cette commune disent oui à 99,9 pour cent. Le plus fort pourcentage de oui du canton de Soleure a été obtenu à Olten.","Olten (SO)","In nessun altro comune svizzero la modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta come a Olten, dove l'elettorato l'ha votata con il 99,9 per cento di voti a favore. Il maggior numero di ""sì"" nel canton Soletta è stato ottenuto a Olten."
"Rickenbach SO","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Rickenbach SO. Die Gemeinde hat die Vorlage mit 53,8 Prozent der Stimmen angenommen. Rickenbach SO hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Rickenbach (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 53,8 pour cent de oui à Rickenbach (SO). Rickenbach (SO) a approuvé la réforme, tout comme son canton.","Rickenbach (SO)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Rickenbach SO, dove ha riscosso il 53,8 per cento di voti a favore. Rickenbach SO ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Schönenwerd SO","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Schönenwerd. Die Gemeinde hat die Vorlage mit 57 Prozent abgelehnt. Schönenwerd hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Schönenwerd (SO)","A Schönenwerd, les citoyens rejettent à 57 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Schönenwerd a rejeté la réforme, contrairement à son canton.","Schönenwerd (SO)","Nel comune di Schönenwerd, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 57 per cento di voti contrari. Schönenwerd ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Starrkirch-Wil SO","In Starrkirch-Wil hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf keine Mehrheit gefunden. Auf 71,9 Prozent der abgegebenen Stimmzettel stand ein Nein. Starrkirch-Wil hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Starrkirch-Wil (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est refusé à 71,9 pour cent à Starrkirch-Wil. Starrkirch-Wil a rejeté la réforme, contrairement à son canton.","Starrkirch-Wil (SO)","I cittadini di Starrkirch-Wil hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 71,9 per cento di voti contrari. Starrkirch-Wil ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Walterswil SO","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Walterswil SO. Die Gemeinde hat die Vorlage mit 73,7 Prozent der Stimmen angenommen. Walterswil SO hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Walterswil (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre passe la rampe avec 73,7 pour cent de oui à Walterswil (SO). Walterswil (SO) a approuvé la réforme, tout comme son canton.","Walterswil (SO)","La modifica del diritto di locazione (disdetta per bisogno personale) è stata accolta a Walterswil SO, dove ha riscosso il 73,7 per cento di voti a favore. Walterswil SO ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Wangen bei Olten SO","69 Prozent der Stimmbürgerinnen und Stimmbürger von Wangen bei Olten haben die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf angenommen. Wangen bei Olten hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Wangen bei Olten (SO)","Les habitants de Wangen bei Olten soutiennent à 69 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Wangen bei Olten a approuvé la réforme, tout comme son canton.","Wangen bei Olten (SO)","Gli elettori di Wangen bei Olten si sono mostrati favorevoli alla modifica del diritto di locazione (disdetta per bisogno personale), che ha ricevuto il 69 per cento di ""sì"". Wangen bei Olten ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Solothurn SO","68,9 Prozent der Abstimmenden in der Gemeinde Solothurn haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Solothurn hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Soleure (SO)","Les habitants de Soleure acceptent avec 68,9 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Soleure a approuvé la réforme, tout comme son canton.","Soletta (SO)","Il 68,9 per cento degli elettori di Soletta ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Soletta ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Bärschwil SO","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Bärschwil. Die Gemeinde hat die Vorlage mit 59,8 Prozent abgelehnt. Bärschwil hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Bärschwil (SO)","A Bärschwil, les citoyens rejettent à 59,8 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Bärschwil a rejeté la réforme, contrairement à son canton.","Bärschwil (SO)","Nel comune di Bärschwil, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 59,8 per cento di voti contrari. Bärschwil ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Beinwil SO","Keine Mehrheit für die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Beinwil SO: Mit 3'866 Nein-Stimmen zu 3'098 Ja-Stimmen oder 55,5 Prozent hat die Gemeinde die Vorlage verworfen. Beinwil SO hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Beinwil (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre n'a pas convaincu à Beinwil (SO). Les citoyens de la commune ont refusé le texte à 55,5 pour cent. Beinwil (SO) a rejeté la réforme, contrairement à son canton.","Beinwil (SO)","Il 55,5 per cento degli elettori di Beinwil SO ha respinto la modifica del diritto di locazione (disdetta per bisogno personale). Beinwil SO ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Breitenbach SO","In Breitenbach hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 98,8 Prozent angenommen. Breitenbach hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Breitenbach (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Breitenbach par 98,8 pour cent des votants. Breitenbach a approuvé la réforme, tout comme son canton.","Breitenbach (SO)","A Breitenbach gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 98,8 per cento di ""sì"". Breitenbach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Büsserach SO","In Büsserach hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 93,2 Prozent angenommen. Büsserach hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Büsserach (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Büsserach par 93,2 pour cent des votants. Büsserach a approuvé la réforme, tout comme son canton.","Büsserach (SO)","A Büsserach gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 93,2 per cento di ""sì"". Büsserach ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Erschwil SO","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf  in Erschwil: Mit 6'794 Nein- zu 1'027 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 86,9 Prozent. Erschwil hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Erschwil (SO)","C'est non à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre à Erschwil. Les habitants ont refusé le texte à 86,9 pour cent. Erschwil a rejeté la réforme, contrairement à son canton.","Erschwil (SO)","Gli elettori di Erschwil si sono mostrati scettici nei confronti della modifica del diritto di locazione (disdetta per bisogno personale), che è stata respinta con il 86,9 per cento di voti contrari. Erschwil ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Fehren SO","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Fehren: Mit 51,6 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Fehren hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Fehren (SO)","Fehren dit oui à 51,6 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Fehren a approuvé la réforme, tout comme son canton.","Fehren (SO)","Gli abitanti di Fehren hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 51,6 per cento di ""sì"". Fehren ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Grindel SO","63,9 Prozent der Stimmbürgerinnen und Stimmbürger von Grindel sagen Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Grindel hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage angenommen hat.","Grindel (SO)","Les habitants de Grindel s'opposent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre par 63,9 pour cent des voix. Grindel a rejeté la réforme, contrairement à son canton.","Grindel (SO)","Gli abitanti di Grindel hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 63,9 per cento di ""no"". Grindel ha respinto il testo, contrariamente a quanto registrato a livello cantonale."
"Himmelried SO","Die Gemeinde Himmelried hat die Änderung des Mietrechts zur vereinfachten Kündigung wegen Eigenbedarfs mit 91,8 Prozent angenommen. Himmelried hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Himmelried (SO)","A Himmelried, les habitants disent oui à  91,8 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Himmelried a approuvé la réforme, tout comme son canton.","Himmelried (SO)","Nel comune di Himmelried, i cittadini hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 91,8 per cento di voti favorevoli. Himmelried ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Kleinlützel SO","Die Gemeinde Kleinlützel hat die Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf mit 55,5 Prozent Ja-Stimmen angenommen. Kleinlützel hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Kleinlützel (SO)","La population de Kleinlützel approuve à 55,5 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Kleinlützel a approuvé la réforme, tout comme son canton.","Kleinlützel (SO)","I cittadini di Kleinlützel hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 55,5 per cento di voti a favore. Kleinlützel ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Meltingen SO","In Meltingen hat die Stimmbevölkerung der Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 61,6 Prozent angenommen. Meltingen hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Meltingen (SO)","L'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre est approuvé à Meltingen par 61,6 pour cent des votants. Meltingen a approuvé la réforme, tout comme son canton.","Meltingen (SO)","A Meltingen gli abitanti hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 61,6 per cento di ""sì"". Meltingen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Nunningen SO","Ja zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Nunningen: Mit 82,8 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Nunningen hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Nunningen (SO)","Nunningen dit oui à 82,8 pour cent à l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Nunningen a approuvé la réforme, tout comme son canton.","Nunningen (SO)","Gli abitanti di Nunningen hanno accolto la modifica del diritto di locazione (disdetta per bisogno personale) con il 82,8 per cento di ""sì"". Nunningen ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Zullwil SO","81 Prozent der Abstimmenden in der Gemeinde Zullwil haben Ja gesagt zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf. Zullwil hat damit gleich wie der Kanton Solothurn Ja gesagt zu dieser Vorlage.","Zullwil (SO)","Les habitants de Zullwil acceptent avec 81 pour cent de oui l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Zullwil a approuvé la réforme, tout comme son canton.","Zullwil (SO)","Il 81 per cento degli elettori di Zullwil ha accolto la modifica del diritto di locazione (disdetta per bisogno personale). Zullwil ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Basel BS","Nein zur Änderung des Mietrechts zur vereinfachten Kündigung für Eigenbedarf in Basel. Die Gemeinde hat die Vorlage mit 60,3 Prozent abgelehnt. Basel hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Basel-Stadt.","Bâle (BS)","A Bâle, les citoyens rejettent à 60,3 pour cent l'assouplissement du droit du bail en faveur des propriétaires pour leur besoin propre. Le plus fort pourcentage de non du canton de Bâle-Ville a été obtenu à Bâle.","Basilea (BS)","Nel comune di Basilea, i cittadini hanno respinto la modifica del diritto di locazione (disdetta per bisogno personale) con il 60,3 per cento di voti contrari. Il maggior numero di ""no"" nel canton Basilea Città è stato ottenuto a Basilea."
