"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Obersaxen Mundaun GR","Die Gemeinde Obersaxen Mundaun hat den Bundesbeschluss über den Ausbau der Autobahnen mit 96,4 Prozent Ja-Stimmen angenommen. Obersaxen Mundaun hat damit gleich wie der Kanton Graubünden Ja gesagt zu dieser Vorlage.","Obersaxen Mundaun (GR)","La population d'Obersaxen Mundaun approuve à 96,4 pour cent la réforme en faveur de l'extension des autoroutes. Obersaxen Mundaun a approuvé l'arrêté, tout comme son canton.","Obersaxen Mundaun (GR)","I cittadini di Obersaxen Mundaun hanno accolto il potenziamento delle strade nazionali con il 96,4 per cento di voti a favore. Obersaxen Mundaun ha accolto il testo, così come quanto avvenuto a livello cantonale."
"Aarau AG","Die Gemeinde Aarau hat den Bundesbeschluss über den Ausbau der Autobahnen mit 67,4 Prozent Ja-Stimmen angenommen. Aarau hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Aarau (AG)","La population d'Aarau approuve à 67,4 pour cent la réforme en faveur de l'extension des autoroutes. Aarau a approuvé l'arrêté, contrairement à son canton.","Aarau (AG)","I cittadini di Aarau hanno accolto il potenziamento delle strade nazionali con il 67,4 per cento di voti a favore. Aarau ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Biberstein AG","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Biberstein: Mit 60,5 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Biberstein hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Biberstein (AG)","Biberstein dit oui à 60,5 pour cent à de la réforme en faveur de l'extension des autoroutes. Biberstein a approuvé l'arrêté, contrairement à son canton.","Biberstein (AG)","Gli abitanti di Biberstein hanno accolto il potenziamento delle strade nazionali con il 60,5 per cento di ""sì"". Biberstein ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Buchs AG","Die Gemeinde Buchs AG hat den Bundesbeschluss über den Ausbau der Autobahnen mit 57,1 Prozent angenommen. Buchs AG hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Buchs (AG)","A Buchs (AG), les habitants disent oui à  57,1 pour cent à la réforme favorable à l'extension des projets autoroutiers. Buchs (AG) a approuvé l'arrêté, contrairement à son canton.","Buchs (AG)","Nel comune di Buchs AG, i cittadini hanno accolto il potenziamento delle strade nazionali con il 57,1 per cento di voti favorevoli. Buchs AG ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Densbüren AG","Die Gemeinde Densbüren hat den Bundesbeschluss über den Ausbau der Autobahnen mit 53,8 Prozent Ja-Stimmen angenommen. Densbüren hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Densbüren (AG)","La population de Densbüren approuve à 53,8 pour cent la réforme en faveur de l'extension des autoroutes. Densbüren a approuvé l'arrêté, contrairement à son canton.","Densbüren (AG)","I cittadini di Densbüren hanno accolto il potenziamento delle strade nazionali con il 53,8 per cento di voti a favore. Densbüren ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Erlinsbach AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Erlinsbach AG: Mit 8'991 Nein- zu 7'531 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 54,4 Prozent. Erlinsbach AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Erlinsbach (AG)","C'est non à la réforme en faveur de l'extension des autoroutes à Erlinsbach (AG). Les habitants ont refusé le texte à 54,4 pour cent. Erlinsbach (AG) a rejeté l'arrêté, tout comme son canton.","Erlinsbach (AG)","Gli elettori di Erlinsbach AG si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 54,4 per cento di voti contrari. Erlinsbach AG ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Gränichen AG","In Gränichen hat die Stimmbevölkerung dem Bundesbeschluss über den Ausbau der Autobahnen zugestimmt. Die Vorlage wurde mit einem Ja-Stimmen-Anteil von 53,7 Prozent angenommen. Gränichen hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Gränichen (AG)","L'extension du réseau des autoroutes est approuvée à Gränichen par 53,7 pour cent des votants. Gränichen a approuvé l'arrêté, contrairement à son canton.","Gränichen (AG)","A Gränichen gli abitanti hanno accolto il potenziamento delle strade nazionali con il 53,7 per cento di ""sì"". Gränichen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hirschthal AG","In Hirschthal hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 67,5 Prozent verworfen. Hirschthal hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Hirschthal (AG)","La population de Hirschthal rejette à 67,5 pour cent des voix la réforme en faveur de l'extension des autoroutes. Hirschthal a rejeté l'arrêté, tout comme son canton.","Hirschthal (AG)","A Hirschthal gli abitanti si sono opposti al potenziamento delle strade nazionali con il 67,5 per cento di voti a sfavore. Hirschthal ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Küttigen AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Küttigen. Die Gemeinde hat die Vorlage mit 92,8 Prozent abgelehnt. Küttigen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Küttigen (AG)","A Küttigen, les citoyens rejettent à 92,8 pour cent la réforme en faveur de l'extension des autoroutes. Küttigen a rejeté l'arrêté, tout comme son canton.","Küttigen (AG)","Nel comune di Küttigen, i cittadini hanno respinto il potenziamento delle strade nazionali con il 92,8 per cento di voti contrari. Küttigen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Muhen AG","In Muhen hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 66,7 Prozent verworfen. Muhen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Muhen (AG)","La population de Muhen rejette à 66,7 pour cent des voix la réforme en faveur de l'extension des autoroutes. Muhen a rejeté l'arrêté, tout comme son canton.","Muhen (AG)","A Muhen gli abitanti si sono opposti al potenziamento delle strade nazionali con il 66,7 per cento di voti a sfavore. Muhen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Oberentfelden AG","Keine Mehrheit für den Bundesbeschluss über den Ausbau der Autobahnen in Oberentfelden: Mit 5'401 Nein-Stimmen zu 2'190 Ja-Stimmen oder 71,2 Prozent hat die Gemeinde die Vorlage verworfen. Oberentfelden hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Oberentfelden (AG)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Oberentfelden. Les citoyens de la commune ont refusé le texte à 71,2 pour cent. Oberentfelden a rejeté l'arrêté, tout comme son canton.","Oberentfelden (AG)","Il 71,2 per cento degli elettori di Oberentfelden ha respinto il potenziamento delle strade nazionali. Oberentfelden ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Suhr AG","Keine Mehrheit für den Bundesbeschluss über den Ausbau der Autobahnen in Suhr: Mit 3'396 Nein-Stimmen zu 1'536 Ja-Stimmen oder 68,9 Prozent hat die Gemeinde die Vorlage verworfen. Suhr hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Suhr (AG)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Suhr. Les citoyens de la commune ont refusé le texte à 68,9 pour cent. Suhr a rejeté l'arrêté, tout comme son canton.","Suhr (AG)","Il 68,9 per cento degli elettori di Suhr ha respinto il potenziamento delle strade nazionali. Suhr ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Unterentfelden AG","In Unterentfelden hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 72,1 Prozent verworfen. Unterentfelden hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Unterentfelden (AG)","La population d'Unterentfelden rejette à 72,1 pour cent des voix la réforme en faveur de l'extension des autoroutes. Unterentfelden a rejeté l'arrêté, tout comme son canton.","Unterentfelden (AG)","A Unterentfelden gli abitanti si sono opposti al potenziamento delle strade nazionali con il 72,1 per cento di voti a sfavore. Unterentfelden ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Baden AG","85,1 Prozent der Abstimmenden in der Gemeinde Baden haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Baden hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Baden (AG)","Les habitants de Baden acceptent avec 85,1 pour cent de oui la réforme en faveur de l'extension des autoroutes. Baden a approuvé l'arrêté, contrairement à son canton.","Baden (AG)","Il 85,1 per cento degli elettori di Baden ha accolto il potenziamento delle strade nazionali. Baden ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Bellikon AG","Bellikon hat den Bundesbeschluss über den Ausbau der Autobahnen mit 60,1 Prozent abgelehnt. Bellikon hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Bellikon (AG)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Bellikon. Ils ont refusé le texte à 60,1 pour cent. Bellikon a rejeté l'arrêté, tout comme son canton.","Bellikon (AG)","Il potenziamento delle strade nazionali è stato respinto a Bellikon, dove ha riscosso il 60,1 per cento di ""no"". Bellikon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Bergdietikon AG","Die Gemeinde Bergdietikon hat den Bundesbeschluss über den Ausbau der Autobahnen mit 92,3 Prozent Ja-Stimmen angenommen. Bergdietikon hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Bergdietikon (AG)","La population de Bergdietikon approuve à 92,3 pour cent la réforme en faveur de l'extension des autoroutes. Bergdietikon a approuvé l'arrêté, contrairement à son canton.","Bergdietikon (AG)","I cittadini di Bergdietikon hanno accolto il potenziamento delle strade nazionali con il 92,3 per cento di voti a favore. Bergdietikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Birmenstorf AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Birmenstorf AG: Mit 2'722 Nein- zu 1'858 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 59,4 Prozent. Birmenstorf AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Birmenstorf (AG)","C'est non à la réforme en faveur de l'extension des autoroutes à Birmenstorf (AG). Les habitants ont refusé le texte à 59,4 pour cent. Birmenstorf (AG) a rejeté l'arrêté, tout comme son canton.","Birmenstorf (AG)","Gli elettori di Birmenstorf AG si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 59,4 per cento di voti contrari. Birmenstorf AG ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ennetbaden AG","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Ennetbaden: Mit 53,3 Prozent haben die Stimmbürgerinnen und Stimmbürger die Vorlage angenommen. Ennetbaden hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Ennetbaden (AG)","Ennetbaden dit oui à 53,3 pour cent à de la réforme en faveur de l'extension des autoroutes. Ennetbaden a approuvé l'arrêté, contrairement à son canton.","Ennetbaden (AG)","Gli abitanti di Ennetbaden hanno accolto il potenziamento delle strade nazionali con il 53,3 per cento di ""sì"". Ennetbaden ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Fislisbach AG","Die Gemeinde Fislisbach hat den Bundesbeschluss über den Ausbau der Autobahnen mit 81,9 Prozent angenommen. Fislisbach hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Fislisbach (AG)","A Fislisbach, les habitants disent oui à  81,9 pour cent à la réforme favorable à l'extension des projets autoroutiers. Fislisbach a approuvé l'arrêté, contrairement à son canton.","Fislisbach (AG)","Nel comune di Fislisbach, i cittadini hanno accolto il potenziamento delle strade nazionali con il 81,9 per cento di voti favorevoli. Fislisbach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Freienwil AG","52,6 Prozent der Stimmbürgerinnen und Stimmbürger von Freienwil sagen Nein zum Bundesbeschluss über den Ausbau der Autobahnen. Freienwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Freienwil (AG)","Les habitants de Freienwil s'opposent à la réforme en faveur de l'extension des autoroutes par 52,6 pour cent des voix. Freienwil a rejeté l'arrêté, tout comme son canton.","Freienwil (AG)","Gli abitanti di Freienwil hanno respinto il potenziamento delle strade nazionali con il 52,6 per cento di ""no"". Freienwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Gebenstorf AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Gebenstorf. Die Gemeinde hat die Vorlage mit 80,6 Prozent abgelehnt. Gebenstorf hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Gebenstorf (AG)","A Gebenstorf, les citoyens rejettent à 80,6 pour cent la réforme en faveur de l'extension des autoroutes. Gebenstorf a rejeté l'arrêté, tout comme son canton.","Gebenstorf (AG)","Nel comune di Gebenstorf, i cittadini hanno respinto il potenziamento delle strade nazionali con il 80,6 per cento di voti contrari. Gebenstorf ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Killwangen AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Killwangen: Mit 7'084 Nein- zu 6'814 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 51 Prozent. Killwangen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Killwangen (AG)","C'est non à la réforme en faveur de l'extension des autoroutes à Killwangen. Les habitants ont refusé le texte à 51 pour cent. Killwangen a rejeté l'arrêté, tout comme son canton.","Killwangen (AG)","Gli elettori di Killwangen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 51 per cento di voti contrari. Killwangen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Künten AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Künten: Mit 7'578 Nein- zu 5'061 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 60 Prozent. Künten hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Künten (AG)","C'est non à la réforme en faveur de l'extension des autoroutes à Künten. Les habitants ont refusé le texte à 60 pour cent. Künten a rejeté l'arrêté, tout comme son canton.","Künten (AG)","Gli elettori di Künten si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 60 per cento di voti contrari. Künten ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Mägenwil AG","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Mägenwil. Die Gemeinde hat die Vorlage mit 83,6 Prozent der Stimmen angenommen. Mägenwil hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Mägenwil (AG)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 83,6 pour cent de oui à Mägenwil. Mägenwil a approuvé l'arrêté, contrairement à son canton.","Mägenwil (AG)","Il potenziamento delle strade nazionali è stato accolto a Mägenwil, dove ha riscosso il 83,6 per cento di voti a favore. Mägenwil ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Mellingen AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Mellingen: Mit 5'510 Nein- zu 1'534 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 78,2 Prozent. Mellingen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Mellingen (AG)","C'est non à la réforme en faveur de l'extension des autoroutes à Mellingen. Les habitants ont refusé le texte à 78,2 pour cent. Mellingen a rejeté l'arrêté, tout comme son canton.","Mellingen (AG)","Gli elettori di Mellingen si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 78,2 per cento di voti contrari. Mellingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Neuenhof AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Neuenhof: Mit 7'907 Nein- zu 2'571 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger die Vorlage abgelehnt. Das sind 75,5 Prozent. Neuenhof hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Neuenhof (AG)","C'est non à la réforme en faveur de l'extension des autoroutes à Neuenhof. Les habitants ont refusé le texte à 75,5 pour cent. Neuenhof a rejeté l'arrêté, tout comme son canton.","Neuenhof (AG)","Gli elettori di Neuenhof si sono mostrati scettici nei confronti del potenziamento delle strade nazionali, che è stato respinto con il 75,5 per cento di voti contrari. Neuenhof ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Niederrohrdorf AG","Ja zum Bundesbeschluss über den Ausbau der Autobahnen in Niederrohrdorf. Die Gemeinde hat die Vorlage mit 79,4 Prozent der Stimmen angenommen. Niederrohrdorf hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Niederrohrdorf (AG)","La réforme en faveur de l'extension des autoroutes passe la rampe avec 79,4 pour cent de oui à Niederrohrdorf. Niederrohrdorf a approuvé l'arrêté, contrairement à son canton.","Niederrohrdorf (AG)","Il potenziamento delle strade nazionali è stato accolto a Niederrohrdorf, dove ha riscosso il 79,4 per cento di voti a favore. Niederrohrdorf ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Oberrohrdorf AG","In Oberrohrdorf hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 51,8 Prozent verworfen. Oberrohrdorf hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Oberrohrdorf (AG)","La population d'Oberrohrdorf rejette à 51,8 pour cent des voix la réforme en faveur de l'extension des autoroutes. Oberrohrdorf a rejeté l'arrêté, tout comme son canton.","Oberrohrdorf (AG)","A Oberrohrdorf gli abitanti si sono opposti al potenziamento delle strade nazionali con il 51,8 per cento di voti a sfavore. Oberrohrdorf ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Obersiggenthal AG","82,4 Prozent der Stimmbürgerinnen und Stimmbürger von Obersiggenthal haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Obersiggenthal hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Obersiggenthal (AG)","Les habitants d'Obersiggenthal soutiennent à 82,4 pour cent la réforme en faveur de l'extension des autoroutes. Obersiggenthal a approuvé l'arrêté, contrairement à son canton.","Obersiggenthal (AG)","Gli elettori di Obersiggenthal si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 82,4 per cento di ""sì"". Obersiggenthal ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Remetschwil AG","75,2 Prozent der Abstimmenden in der Gemeinde Remetschwil haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Remetschwil hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Remetschwil (AG)","Les habitants de Remetschwil acceptent avec 75,2 pour cent de oui la réforme en faveur de l'extension des autoroutes. Remetschwil a approuvé l'arrêté, contrairement à son canton.","Remetschwil (AG)","Il 75,2 per cento degli elettori di Remetschwil ha accolto il potenziamento delle strade nazionali. Remetschwil ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Spreitenbach AG","52,7 Prozent der Abstimmenden in der Gemeinde Spreitenbach haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Spreitenbach hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Spreitenbach (AG)","Les habitants de Spreitenbach acceptent avec 52,7 pour cent de oui la réforme en faveur de l'extension des autoroutes. Spreitenbach a approuvé l'arrêté, contrairement à son canton.","Spreitenbach (AG)","Il 52,7 per cento degli elettori di Spreitenbach ha accolto il potenziamento delle strade nazionali. Spreitenbach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Stetten AG","63,5 Prozent der Abstimmenden in der Gemeinde Stetten AG haben Ja gesagt zum Bundesbeschluss über den Ausbau der Autobahnen. Stetten AG hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Stetten (AG)","Les habitants de Stetten (AG) acceptent avec 63,5 pour cent de oui la réforme en faveur de l'extension des autoroutes. Stetten (AG) a approuvé l'arrêté, contrairement à son canton.","Stetten (AG)","Il 63,5 per cento degli elettori di Stetten AG ha accolto il potenziamento delle strade nazionali. Stetten AG ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Untersiggenthal AG","60,8 Prozent der Stimmbürgerinnen und Stimmbürger von Untersiggenthal haben den Bundesbeschluss über den Ausbau der Autobahnen angenommen. Untersiggenthal hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Untersiggenthal (AG)","Les habitants d'Untersiggenthal soutiennent à 60,8 pour cent la réforme en faveur de l'extension des autoroutes. Untersiggenthal a approuvé l'arrêté, contrairement à son canton.","Untersiggenthal (AG)","Gli elettori di Untersiggenthal si sono mostrati favorevoli al potenziamento delle strade nazionali, che ha ricevuto il 60,8 per cento di ""sì"". Untersiggenthal ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Wettingen AG","Die Gemeinde Wettingen hat den Bundesbeschluss über den Ausbau der Autobahnen mit 59,9 Prozent angenommen. Wettingen hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Wettingen (AG)","A Wettingen, les habitants disent oui à  59,9 pour cent à la réforme favorable à l'extension des projets autoroutiers. Wettingen a approuvé l'arrêté, contrairement à son canton.","Wettingen (AG)","Nel comune di Wettingen, i cittadini hanno accolto il potenziamento delle strade nazionali con il 59,9 per cento di voti favorevoli. Wettingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Wohlenschwil AG","In Wohlenschwil hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 80,4 Prozent verworfen. Wohlenschwil hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Wohlenschwil (AG)","La population de Wohlenschwil rejette à 80,4 pour cent des voix la réforme en faveur de l'extension des autoroutes. Wohlenschwil a rejeté l'arrêté, tout comme son canton.","Wohlenschwil (AG)","A Wohlenschwil gli abitanti si sono opposti al potenziamento delle strade nazionali con il 80,4 per cento di voti a sfavore. Wohlenschwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Würenlingen AG","Würenlingen hat den Bundesbeschluss über den Ausbau der Autobahnen mit 50,8 Prozent abgelehnt. Würenlingen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Würenlingen (AG)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Würenlingen. Ils ont refusé le texte à 50,8 pour cent. Würenlingen a rejeté l'arrêté, tout comme son canton.","Würenlingen (AG)","Il potenziamento delle strade nazionali è stato respinto a Würenlingen, dove ha riscosso il 50,8 per cento di ""no"". Würenlingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Würenlos AG","Keine Mehrheit für den Bundesbeschluss über den Ausbau der Autobahnen in Würenlos: Mit 9'699 Nein-Stimmen zu 3'512 Ja-Stimmen oder 73,4 Prozent hat die Gemeinde die Vorlage verworfen. Würenlos hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Würenlos (AG)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Würenlos. Les citoyens de la commune ont refusé le texte à 73,4 pour cent. Würenlos a rejeté l'arrêté, tout comme son canton.","Würenlos (AG)","Il 73,4 per cento degli elettori di Würenlos ha respinto il potenziamento delle strade nazionali. Würenlos ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ehrendingen AG","Nein zum Bundesbeschluss über den Ausbau der Autobahnen in Ehrendingen. Die Gemeinde hat die Vorlage mit 60 Prozent abgelehnt. Ehrendingen hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Ehrendingen (AG)","A Ehrendingen, les citoyens rejettent à 60 pour cent la réforme en faveur de l'extension des autoroutes. Ehrendingen a rejeté l'arrêté, tout comme son canton.","Ehrendingen (AG)","Nel comune di Ehrendingen, i cittadini hanno respinto il potenziamento delle strade nazionali con il 60 per cento di voti contrari. Ehrendingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Arni AG","Keine Mehrheit für den Bundesbeschluss über den Ausbau der Autobahnen in Arni AG: Mit 2'953 Nein-Stimmen zu 757 Ja-Stimmen oder 79,6 Prozent hat die Gemeinde die Vorlage verworfen. Arni AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Arni (AG)","Les projets d'extension du réseau autoroutier n'ont pas convaincu à Arni (AG). Les citoyens de la commune ont refusé le texte à 79,6 pour cent. Arni (AG) a rejeté l'arrêté, tout comme son canton.","Arni (AG)","Il 79,6 per cento degli elettori di Arni AG ha respinto il potenziamento delle strade nazionali. Arni AG ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Berikon AG","Die Gemeinde Berikon hat den Bundesbeschluss über den Ausbau der Autobahnen mit 50,5 Prozent angenommen. Berikon hat damit anders abgestimmt als der Kanton Aargau, der die Vorlage abgelehnt hat.","Berikon (AG)","A Berikon, les habitants disent oui à  50,5 pour cent à la réforme favorable à l'extension des projets autoroutiers. Berikon a approuvé l'arrêté, contrairement à son canton.","Berikon (AG)","Nel comune di Berikon, i cittadini hanno accolto il potenziamento delle strade nazionali con il 50,5 per cento di voti favorevoli. Berikon ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Bremgarten AG","In Bremgarten AG hat die Stimmbevölkerung den Bundesbeschluss über den Ausbau der Autobahnen abgelehnt. Die Vorlage wurde mit einem Nein-Stimmen-Anteil von 63,2 Prozent verworfen. Bremgarten AG hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Bremgarten (AG)","La population de Bremgarten (AG) rejette à 63,2 pour cent des voix la réforme en faveur de l'extension des autoroutes. Bremgarten (AG) a rejeté l'arrêté, tout comme son canton.","Bremgarten (AG)","A Bremgarten AG gli abitanti si sono opposti al potenziamento delle strade nazionali con il 63,2 per cento di voti a sfavore. Bremgarten AG ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Büttikon AG","Büttikon hat den Bundesbeschluss über den Ausbau der Autobahnen mit 63,7 Prozent abgelehnt. Büttikon hat damit gleich wie der Kanton Aargau Nein gesagt zu dieser Vorlage.","Büttikon (AG)","La réforme en faveur de l'extension des autoroutes n'a pas trouvé grâce aux yeux des citoyens de Büttikon. Ils ont refusé le texte à 63,7 pour cent. Büttikon a rejeté l'arrêté, tout comme son canton.","Büttikon (AG)","Il potenziamento delle strade nazionali è stato respinto a Büttikon, dove ha riscosso il 63,7 per cento di ""no"". Büttikon ha respinto il testo, risultato che si è confermato anche a livello cantonale."
