"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Stüsslingen SO","Mit 195 Ja zu 185 Nein hat sich Stüsslingen für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 51,3 Prozent. Stüsslingen hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Stüsslingen (SO)","Stüsslingen dit oui à 51,3 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Stüsslingen a approuvé la réforme, contrairement à son canton.","Stüsslingen (SO)","Gli abitanti di Stüsslingen hanno accolto la modifica del diritto di locazione (sublocazione) con il 51,3 per cento di ""sì"". Stüsslingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Trimbach SO","Trimbach hat die Änderung des Mietrechts bei Untermiete mit 59,7 Prozent Nein-Stimmen verworfen. Trimbach hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Trimbach (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location n'a pas trouvé grâce aux yeux des citoyens de Trimbach. Ils ont refusé le texte à 59,7 pour cent. Trimbach a rejeté la réforme, tout comme son canton.","Trimbach (SO)","La modifica del diritto di locazione (sublocazione) è stata respinta a Trimbach, dove ha riscosso il 59,7 per cento di ""no"". Trimbach ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Winznau SO","Winznau ist gegen die Änderung des Mietrechts bei Untermiete: Die Gemeinde hat die Vorlage mit 51,7 Prozent Nein verworfen. Winznau hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Winznau (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est refusé à 51,7 pour cent à Winznau. Winznau a rejeté la réforme, tout comme son canton.","Winznau (SO)","I cittadini di Winznau hanno respinto la modifica del diritto di locazione (sublocazione) con il 51,7 per cento di voti contrari. Winznau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wisen SO","Die Änderung des Mietrechts bei Untermiete ist in Wisen SO mit 50,3 Prozent der Stimmen angenommen worden. Wisen SO hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Wisen (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est approuvé par 50,3 pour cent des votants à Wisen (SO). Wisen (SO) a approuvé la réforme, contrairement à son canton.","Wisen (SO)","A Wisen SO gli abitanti hanno accolto la modifica del diritto di locazione (sublocazione) con il 50,3 per cento di ""sì"". Wisen SO ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Erlinsbach SO","Mit 537 Nein zu 487 Ja haben die Stimmbürgerinnen und Stimmbürger von Erlinsbach SO die Änderung des Mietrechts bei Untermiete abgelehnt. Das sind 52,4 Prozent. Erlinsbach SO hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Erlinsbach (SO)","La population d'Erlinsbach (SO) rejette à 52,4 pour cent des voix l'assouplissement du droit du bail dans le domaine de la sous-location. Erlinsbach (SO) a rejeté la réforme, tout comme son canton.","Erlinsbach (SO)","A Erlinsbach SO gli abitanti si sono opposti alla modifica del diritto di locazione (sublocazione) con il 52,4 per cento di voti a sfavore. Erlinsbach SO ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Aeschi SO","53,2 der Stimmbürgerinnen und Stimmbürger von Aeschi SO haben die Änderung des Mietrechts bei Untermiete abgelehnt. Aeschi SO hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Aeschi (SO)","Les habitants d'Aeschi (SO) s'opposent à l'assouplissement du droit du bail dans le domaine de la sous-location par 53,2 pour cent des voix. Aeschi (SO) a rejeté la réforme, tout comme son canton.","Aeschi (SO)","Gli abitanti di Aeschi SO hanno respinto la modifica del diritto di locazione (sublocazione) con il 53,2 per cento di ""no"". Aeschi SO ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Biberist SO","In Biberist ist die Änderung des Mietrechts bei Untermiete mit 65,3 Prozent gescheitert. Biberist hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Solothurn.","Biberist (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location n'a pas convaincu à Biberist. Les citoyens de la commune ont refusé le texte à 65,3 pour cent. Le plus fort pourcentage de non du canton de Soleure a été obtenu à Biberist.","Biberist (SO)","Il 65,3 per cento degli elettori di Biberist ha respinto la modifica del diritto di locazione (sublocazione). Il maggior numero di ""no"" nel canton Soletta è stato ottenuto a Biberist."
"Bolken SO","Mit 51,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Bolken für die Änderung des Mietrechts bei Untermiete gestimmt. Bolken hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Bolken (SO)","La population de Bolken approuve à 51,6 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Bolken a approuvé la réforme, contrairement à son canton.","Bolken (SO)","I cittadini di Bolken hanno accolto la modifica del diritto di locazione (sublocazione) con il 51,6 per cento di voti a favore. Bolken ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Deitingen SO","Deitingen hat die Änderung des Mietrechts bei Untermiete angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 53,3 Prozent zu. Deitingen hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Deitingen (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location passe la rampe avec 53,3 pour cent de oui à Deitingen. Deitingen a approuvé la réforme, contrairement à son canton.","Deitingen (SO)","La modifica del diritto di locazione (sublocazione) è stata accolta a Deitingen, dove ha riscosso il 53,3 per cento di voti a favore. Deitingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Derendingen SO","Derendingen hat die Änderung des Mietrechts bei Untermiete mit 54,2 Prozent Nein-Stimmen verworfen. Derendingen hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Derendingen (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location n'a pas trouvé grâce aux yeux des citoyens de Derendingen. Ils ont refusé le texte à 54,2 pour cent. Derendingen a rejeté la réforme, tout comme son canton.","Derendingen (SO)","La modifica del diritto di locazione (sublocazione) è stata respinta a Derendingen, dove ha riscosso il 54,2 per cento di ""no"". Derendingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Etziken SO","Mit 157 Ja zu 150 Nein hat sich Etziken für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 51,1 Prozent. Etziken hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Etziken (SO)","Etziken dit oui à 51,1 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Etziken a approuvé la réforme, contrairement à son canton.","Etziken (SO)","Gli abitanti di Etziken hanno accolto la modifica del diritto di locazione (sublocazione) con il 51,1 per cento di ""sì"". Etziken ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Gerlafingen SO","In Gerlafingen ist die Änderung des Mietrechts bei Untermiete mit 54,9 Prozent gescheitert. Gerlafingen hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Gerlafingen (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location n'a pas convaincu à Gerlafingen. Les citoyens de la commune ont refusé le texte à 54,9 pour cent. Gerlafingen a rejeté la réforme, tout comme son canton.","Gerlafingen (SO)","Il 54,9 per cento degli elettori di Gerlafingen ha respinto la modifica del diritto di locazione (sublocazione). Gerlafingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Halten SO","52,2 Prozent der Stimmbürgerinnen und Stimmbürger von Halten haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Halten hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Halten (SO)","A Halten, les habitants disent oui à  52,2 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Halten a approuvé la réforme, contrairement à son canton.","Halten (SO)","Nel comune di Halten, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 52,2 per cento di voti favorevoli. Halten ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Horriwil SO","Mit 156 Nein zu 150 Ja haben die Stimmbürgerinnen und Stimmbürger von Horriwil die Änderung des Mietrechts bei Untermiete abgelehnt. Das sind 51 Prozent. Horriwil hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Horriwil (SO)","La population de Horriwil rejette à 51 pour cent des voix l'assouplissement du droit du bail dans le domaine de la sous-location. Horriwil a rejeté la réforme, tout comme son canton.","Horriwil (SO)","A Horriwil gli abitanti si sono opposti alla modifica del diritto di locazione (sublocazione) con il 51 per cento di voti a sfavore. Horriwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hüniken SO","Hüniken hat die Änderung des Mietrechts bei Untermiete mit 38 Nein- zu 37 Ja-Stimmen verworfen. Hüniken hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Hüniken (SO)","Les habitants de la petite commune de Hüniken ont refusé d'assouplir le droit du bail dans le domaine de la sous-location. Ils ont dit non à cet objet par 38 voix contre 37. Hüniken a rejeté la réforme, tout comme son canton.","Hüniken (SO)","La modifica del diritto di locazione (sublocazione) non ha passato la prova delle urne a Hüniken, dove è stata respinta con 38 voti contro i 37 a favore. Hüniken ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Kriegstetten SO","51,9 Prozent der Stimmbürgerinnen und Stimmbürger von Kriegstetten haben sich gegen die Änderung des Mietrechts bei Untermiete ausgesprochen. Kriegstetten hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Kriegstetten (SO)","A Kriegstetten, les citoyens rejettent à 51,9 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Kriegstetten a rejeté la réforme, tout comme son canton.","Kriegstetten (SO)","Nel comune di Kriegstetten, i cittadini hanno respinto la modifica del diritto di locazione (sublocazione) con il 51,9 per cento di voti contrari. Kriegstetten ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Lohn-Ammannsegg SO","55,5 Prozent der Stimmbürgerinnen und Stimmbürger in Lohn-Ammannsegg haben Ja gesagt zur Pensionskassenreform. Lohn-Ammannsegg hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Lohn-Ammannsegg (SO)","Les habitants de Lohn-Ammannsegg acceptent à 55,5 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Lohn-Ammannsegg a approuvé la réforme, contrairement à son canton.","Lohn-Ammannsegg (SO)","Il 55,5 per cento degli elettori di Lohn-Ammannsegg ha accolto la modifica del diritto di locazione (sublocazione). Lohn-Ammannsegg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Luterbach SO","Luterbach ist gegen die Änderung des Mietrechts bei Untermiete: Die Gemeinde hat die Vorlage mit 51,1 Prozent Nein verworfen. Luterbach hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Luterbach (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est refusé à 51,1 pour cent à Luterbach. Luterbach a rejeté la réforme, tout comme son canton.","Luterbach (SO)","I cittadini di Luterbach hanno respinto la modifica del diritto di locazione (sublocazione) con il 51,1 per cento di voti contrari. Luterbach ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Obergerlafingen SO","Mit 202 Nein zu 186 Ja haben die Stimmbürgerinnen und Stimmbürger von Obergerlafingen die Änderung des Mietrechts bei Untermiete abgelehnt. Das sind 52,1 Prozent. Obergerlafingen hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Obergerlafingen (SO)","La population d'Obergerlafingen rejette à 52,1 pour cent des voix l'assouplissement du droit du bail dans le domaine de la sous-location. Obergerlafingen a rejeté la réforme, tout comme son canton.","Obergerlafingen (SO)","A Obergerlafingen gli abitanti si sono opposti alla modifica del diritto di locazione (sublocazione) con il 52,1 per cento di voti a sfavore. Obergerlafingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Oekingen SO","54,1 Prozent der Stimmbürgerinnen und Stimmbürger in Oekingen haben Ja gesagt zur Pensionskassenreform. Oekingen hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Oekingen (SO)","Les habitants d'Oekingen acceptent à 54,1 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Oekingen a approuvé la réforme, contrairement à son canton.","Oekingen (SO)","Il 54,1 per cento degli elettori di Oekingen ha accolto la modifica del diritto di locazione (sublocazione). Oekingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Recherswil SO","50,5 Prozent der Stimmbürgerinnen und Stimmbürger von Recherswil haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Recherswil hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Recherswil (SO)","A Recherswil, les habitants disent oui à  50,5 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Recherswil a approuvé la réforme, contrairement à son canton.","Recherswil (SO)","Nel comune di Recherswil, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 50,5 per cento di voti favorevoli. Recherswil ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Subingen SO","Die Änderung des Mietrechts bei Untermiete ist in Subingen mit 50,2 Prozent der Stimmen angenommen worden. Subingen hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Subingen (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est approuvé par 50,2 pour cent des votants à Subingen. Subingen a approuvé la réforme, contrairement à son canton.","Subingen (SO)","A Subingen gli abitanti hanno accolto la modifica del diritto di locazione (sublocazione) con il 50,2 per cento di ""sì"". Subingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Zuchwil SO","In Zuchwil ist die Änderung des Mietrechts bei Untermiete mit 60 Prozent gescheitert. Zuchwil hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Zuchwil (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location n'a pas convaincu à Zuchwil. Les citoyens de la commune ont refusé le texte à 60 pour cent. Zuchwil a rejeté la réforme, tout comme son canton.","Zuchwil (SO)","Il 60 per cento degli elettori di Zuchwil ha respinto la modifica del diritto di locazione (sublocazione). Zuchwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Drei Höfe SO","Mit 138 Ja zu 137 Nein hat sich Drei Höfe für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 50,2 Prozent. Drei Höfe hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Drei Höfe (SO)","Drei Höfe dit oui à 50,2 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Drei Höfe a approuvé la réforme, contrairement à son canton.","Drei Höfe (SO)","Gli abitanti di Drei Höfe hanno accolto la modifica del diritto di locazione (sublocazione) con il 50,2 per cento di ""sì"". Drei Höfe ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Balm bei Günsberg SO","Balm bei Günsberg hat die Änderung des Mietrechts bei Untermiete mit 55 Ja- zu 42 Nein-Stimmen angenommen. Balm bei Günsberg hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Balm bei Günsberg (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est validé à Balm bei Günsberg. Les citoyens de cette petite commune sont 55 à soutenir le texte, contre 42 à le refuser. Balm bei Günsberg a approuvé la réforme, contrairement à son canton.","Balm bei Günsberg (SO)","La modifica del diritto di locazione (sublocazione) ha passato la prova delle urne a Balm bei Günsberg, dove ha raccolto 55 voti favorevoli e 42 voti contrari. Balm bei Günsberg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Bellach SO","Ja zur Änderung des Mietrechts bei Untermiete in Bellach. Die Gemeinde hat Vorlage mit 50,6 Prozent der Stimmen angenommen. Bellach hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Bellach (SO)","Les habitants de Bellach soutiennent à 50,6 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Bellach a approuvé la réforme, contrairement à son canton.","Bellach (SO)","Gli elettori di Bellach si sono mostrati favorevoli alla modifica del diritto di locazione (sublocazione), che ha ricevuto il 50,6 per cento di ""sì"". Bellach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Bettlach SO","Bettlach hat die Änderung des Mietrechts bei Untermiete angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 50,3 Prozent zu. Bettlach hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Bettlach (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location passe la rampe avec 50,3 pour cent de oui à Bettlach. Bettlach a approuvé la réforme, contrairement à son canton.","Bettlach (SO)","La modifica del diritto di locazione (sublocazione) è stata accolta a Bettlach, dove ha riscosso il 50,3 per cento di voti a favore. Bettlach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Feldbrunnen-St. Niklaus SO","Mit 66,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Feldbrunnen-St. Niklaus für die Änderung des Mietrechts bei Untermiete gestimmt. Feldbrunnen-St. Niklaus hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Feldbrunnen-St. Niklaus (SO)","La population de Feldbrunnen-St. Niklaus approuve à 66,6 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Feldbrunnen-St. Niklaus a approuvé la réforme, contrairement à son canton.","Feldbrunnen-St. Niklaus (SO)","I cittadini di Feldbrunnen-St. Niklaus hanno accolto la modifica del diritto di locazione (sublocazione) con il 66,6 per cento di voti a favore. Feldbrunnen-St. Niklaus ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Flumenthal SO","Flumenthal hat die Änderung des Mietrechts bei Untermiete angenommen. Die Gemeinde stimmte der Vorlage mit Ja-Stimmen-Anteil von 53,1 Prozent zu. Flumenthal hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Flumenthal (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location passe la rampe avec 53,1 pour cent de oui à Flumenthal. Flumenthal a approuvé la réforme, contrairement à son canton.","Flumenthal (SO)","La modifica del diritto di locazione (sublocazione) è stata accolta a Flumenthal, dove ha riscosso il 53,1 per cento di voti a favore. Flumenthal ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Grenchen SO","Grenchen ist gegen die Änderung des Mietrechts bei Untermiete: Die Gemeinde hat die Vorlage mit 54,5 Prozent Nein verworfen. Grenchen hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Granges (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est refusé à 54,5 pour cent à Granges (SO). Granges (SO) a rejeté la réforme, tout comme son canton.","Granges (SO)","I cittadini di Granges hanno respinto la modifica del diritto di locazione (sublocazione) con il 54,5 per cento di voti contrari. Granges ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Günsberg SO","Mit 54,2 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Günsberg für die Änderung des Mietrechts bei Untermiete gestimmt. Günsberg hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Günsberg (SO)","La population de Günsberg approuve à 54,2 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Günsberg a approuvé la réforme, contrairement à son canton.","Günsberg (SO)","I cittadini di Günsberg hanno accolto la modifica del diritto di locazione (sublocazione) con il 54,2 per cento di voti a favore. Günsberg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hubersdorf SO","Die Änderung des Mietrechts bei Untermiete ist in Hubersdorf mit 54,4 Prozent der Stimmen angenommen worden. Hubersdorf hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Hubersdorf (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est approuvé par 54,4 pour cent des votants à Hubersdorf. Hubersdorf a approuvé la réforme, contrairement à son canton.","Hubersdorf (SO)","A Hubersdorf gli abitanti hanno accolto la modifica del diritto di locazione (sublocazione) con il 54,4 per cento di ""sì"". Hubersdorf ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Kammersrohr SO","Ja zur Änderung des Mietrechts bei Untermiete in Kammersrohr. Mit 12 Ja- zu 6 Nein-Stimmen ist Vorlage angenommen worden. Kammersrohr hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Kammersrohr (SO)","Les électeurs de la petite commune de Kammersrohr veulent que le droit du bail soit assoupli dans le domaine de la sous-location. Ils ont dit oui au texte par 12 voix, contre 6. Kammersrohr a approuvé la réforme, contrairement à son canton.","Kammersrohr (SO)","La modifica del diritto di locazione (sublocazione) è stata accolta dagli elettori di Kammersrohr, dove i voti a favore sono stati 12 e quelli contrari 6. Kammersrohr ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Langendorf SO","54,4 der Stimmbürgerinnen und Stimmbürger von Langendorf haben die Änderung des Mietrechts bei Untermiete abgelehnt. Langendorf hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Langendorf (SO)","Les habitants de Langendorf s'opposent à l'assouplissement du droit du bail dans le domaine de la sous-location par 54,4 pour cent des voix. Langendorf a rejeté la réforme, tout comme son canton.","Langendorf (SO)","Gli abitanti di Langendorf hanno respinto la modifica del diritto di locazione (sublocazione) con il 54,4 per cento di ""no"". Langendorf ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Lommiswil SO","52,7 Prozent der Stimmbürgerinnen und Stimmbürger von Lommiswil haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Lommiswil hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Lommiswil (SO)","A Lommiswil, les habitants disent oui à  52,7 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Lommiswil a approuvé la réforme, contrairement à son canton.","Lommiswil (SO)","Nel comune di Lommiswil, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 52,7 per cento di voti favorevoli. Lommiswil ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Oberdorf SO","Mit 369 Ja zu 327 Nein hat sich Oberdorf SO für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 53 Prozent. Oberdorf SO hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Oberdorf (SO)","Oberdorf (SO) dit oui à 53 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Oberdorf (SO) a approuvé la réforme, contrairement à son canton.","Oberdorf (SO)","Gli abitanti di Oberdorf SO hanno accolto la modifica del diritto di locazione (sublocazione) con il 53 per cento di ""sì"". Oberdorf SO ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Riedholz SO","56,4 Prozent der Stimmbürgerinnen und Stimmbürger in Riedholz haben Ja gesagt zur Pensionskassenreform. Riedholz hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Riedholz (SO)","Les habitants de Riedholz acceptent à 56,4 pour cent l'assouplissement du droit du bail dans le domaine de la sous-location. Riedholz a approuvé la réforme, contrairement à son canton.","Riedholz (SO)","Il 56,4 per cento degli elettori di Riedholz ha accolto la modifica del diritto di locazione (sublocazione). Riedholz ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Rüttenen SO","50,5 Prozent der Stimmbürgerinnen und Stimmbürger von Rüttenen haben sich für die Änderung des Mietrechts bei Untermiete ausgesprochen. Rüttenen hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Rüttenen (SO)","A Rüttenen, les habitants disent oui à  50,5 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Rüttenen a approuvé la réforme, contrairement à son canton.","Rüttenen (SO)","Nel comune di Rüttenen, i cittadini hanno accolto la modifica del diritto di locazione (sublocazione) con il 50,5 per cento di voti favorevoli. Rüttenen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Selzach SO","Die Änderung des Mietrechts bei Untermiete ist in Selzach mit 52,6 Prozent der Stimmen angenommen worden. Selzach hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Selzach (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est approuvé par 52,6 pour cent des votants à Selzach. Selzach a approuvé la réforme, contrairement à son canton.","Selzach (SO)","A Selzach gli abitanti hanno accolto la modifica del diritto di locazione (sublocazione) con il 52,6 per cento di ""sì"". Selzach ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Boningen SO","Mit 114 Ja zu 102 Nein hat sich Boningen für die Änderung des Mietrechts bei Untermiete ausgesprochen. Das entspricht einem Ja-Stimmen-Anteil von 52,8 Prozent. Boningen hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Boningen (SO)","Boningen dit oui à 52,8 pour cent à l'assouplissement du droit du bail dans le domaine de la sous-location. Boningen a approuvé la réforme, contrairement à son canton.","Boningen (SO)","Gli abitanti di Boningen hanno accolto la modifica del diritto di locazione (sublocazione) con il 52,8 per cento di ""sì"". Boningen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Däniken SO","53,6 der Stimmbürgerinnen und Stimmbürger von Däniken haben die Änderung des Mietrechts bei Untermiete abgelehnt. Däniken hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Däniken (SO)","Les habitants de Däniken s'opposent à l'assouplissement du droit du bail dans le domaine de la sous-location par 53,6 pour cent des voix. Däniken a rejeté la réforme, tout comme son canton.","Däniken (SO)","Gli abitanti di Däniken hanno respinto la modifica del diritto di locazione (sublocazione) con il 53,6 per cento di ""no"". Däniken ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Dulliken SO","Dulliken ist gegen die Änderung des Mietrechts bei Untermiete: Die Gemeinde hat die Vorlage mit 53,4 Prozent Nein verworfen. Dulliken hat damit gleich wie der Kanton Solothurn Nein gesagt zu dieser Vorlage.","Dulliken (SO)","L'assouplissement du droit du bail dans le domaine de la sous-location est refusé à 53,4 pour cent à Dulliken. Dulliken a rejeté la réforme, tout comme son canton.","Dulliken (SO)","I cittadini di Dulliken hanno respinto la modifica del diritto di locazione (sublocazione) con il 53,4 per cento di voti contrari. Dulliken ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Eppenberg-Wöschnau SO","Ja zur Änderung des Mietrechts bei Untermiete in Eppenberg-Wöschnau. Mit 42 Ja- zu 29 Nein-Stimmen ist Vorlage angenommen worden. Eppenberg-Wöschnau hat damit anders abgestimmt als der Kanton Solothurn, der die Vorlage abgelehnt hat.","Eppenberg-Wöschnau (SO)","Les électeurs de la petite commune d'Eppenberg-Wöschnau veulent que le droit du bail soit assoupli dans le domaine de la sous-location. Ils ont dit oui au texte par 42 voix, contre 29. Eppenberg-Wöschnau a approuvé la réforme, contrairement à son canton.","Eppenberg-Wöschnau (SO)","La modifica del diritto di locazione (sublocazione) è stata accolta dagli elettori di Eppenberg-Wöschnau, dove i voti a favore sono stati 42 e quelli contrari 29. Eppenberg-Wöschnau ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
