"Gemeinde_de","Text_de","Gemeinde_fr","Text_fr","Gemeinde_it","Text_it"
"Gächlingen SH","50,7 der Stimmbürgerinnen und Stimmbürger von Gächlingen haben die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Gächlingen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Gächlingen (SH)","Les habitants de Gächlingen s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 50,7 pour cent des voix. Gächlingen a rejeté la réforme, tout comme son canton.","Gächlingen (SH)","Gli abitanti di Gächlingen hanno respinto il finanziamento uniforme delle prestazioni con il 50,7 per cento di ""no"". Gächlingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Löhningen SH","Löhningen hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen mit 52,2 Prozent Nein-Stimmen verworfen. Löhningen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Löhningen (SH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas trouvé grâce aux yeux des citoyens de Löhningen. Ils ont refusé le texte à 52,2 pour cent. Löhningen a rejeté la réforme, tout comme son canton.","Löhningen (SH)","Il finanziamento uniforme delle prestazioni è stato respinto a Löhningen, dove ha riscosso il 52,2 per cento di ""no"". Löhningen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Neunkirch SH","Mit 59,8 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Neunkirch die einheitliche Finanzierung der Leistungen im Gesundheitswesen befürwortet. Neunkirch hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Neunkirch (SH)","La population de Neunkirch approuve à 59,8 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Neunkirch a approuvé la réforme, contrairement à son canton.","Neunkirch (SH)","I cittadini di Neunkirch hanno accolto il finanziamento uniforme delle prestazioni con il 59,8 per cento di voti a favore. Neunkirch ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Büttenhardt SH","Mit 89,2 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Büttenhardt die einheitliche Finanzierung der Leistungen im Gesundheitswesen befürwortet. Büttenhardt hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Schaffhausen.","Büttenhardt (SH)","La population de Büttenhardt approuve à 89,2 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Le plus fort pourcentage de oui du canton de Schaffhouse a été obtenu à Büttenhardt.","Büttenhardt (SH)","I cittadini di Büttenhardt hanno accolto il finanziamento uniforme delle prestazioni con il 89,2 per cento di voti a favore. Il maggior numero di ""sì"" nel canton Sciaffusa è stato ottenuto a Büttenhardt."
"Dörflingen SH","Dörflingen hat der einheitlichen Finanzierung der Leistungen im Gesundheitswesen mit 9'007 Ja- zu 3'845 Nein-Stimmen zugestimmt. Das entspricht einem Ja-Stimmen-Anteil von 70,1 Prozent. Dörflingen hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Dörflingen (SH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée passe la rampe avec 70,1 pour cent de oui à Dörflingen. Dörflingen a approuvé la réforme, contrairement à son canton.","Dörflingen (SH)","Il finanziamento uniforme delle prestazioni è stato accolto a Dörflingen, dove ha riscosso il 70,1 per cento di voti a favore. Dörflingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Lohn SH","93,6 der Stimmbürgerinnen und Stimmbürger von Lohn SH haben die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Lohn SH hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Lohn (SH)","Les habitants de Lohn (SH) s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 93,6 pour cent des voix. Lohn (SH) a rejeté la réforme, tout comme son canton.","Lohn (SH)","Gli abitanti di Lohn SH hanno respinto il finanziamento uniforme delle prestazioni con il 93,6 per cento di ""no"". Lohn SH ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Stetten SH","79,9 Prozent der Stimmbürgerinnen und Stimmbürger in Stetten SH haben Ja gesagt zur einheitliche Finanzierung der Leistungen im Gesundheitswesen. Stetten SH hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Stetten (SH)","Les habitants de Stetten (SH) acceptent avec 79,9 pour cent de oui le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Stetten (SH) a approuvé la réforme, contrairement à son canton.","Stetten (SH)","Il 79,9 per cento degli elettori di Stetten SH ha accolto il finanziamento uniforme delle prestazioni. Stetten SH ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Thayngen SH","73 Prozent der Stimmbürgerinnen und Stimmbürger von Thayngen haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Thayngen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Thayngen (SH)","A Thayngen, les citoyens rejettent à 73 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Thayngen a rejeté la réforme, tout comme son canton.","Thayngen (SH)","Nel comune di Thayngen, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 73 per cento di voti contrari. Thayngen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Bargen SH","63,5 Prozent der Stimmbürgerinnen und Stimmbürger in Bargen SH haben Ja gesagt zur einheitliche Finanzierung der Leistungen im Gesundheitswesen. Bargen SH hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Bargen (SH)","Les habitants de Bargen (SH) acceptent avec 63,5 pour cent de oui le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Bargen (SH) a approuvé la réforme, contrairement à son canton.","Bargen (SH)","Il 63,5 per cento degli elettori di Bargen SH ha accolto il finanziamento uniforme delle prestazioni. Bargen SH ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Beringen SH","Mit 8'546 Ja zu 7'452 Nein hat sich Beringen für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Das entspricht 53,4 Prozent. Beringen hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Beringen (SH)","Beringen dit oui à 53,4 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Beringen a approuvé la réforme, contrairement à son canton.","Beringen (SH)","Gli abitanti di Beringen hanno accolto il finanziamento uniforme delle prestazioni con il 53,4 per cento di ""sì"". Beringen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Buchberg SH","Die einheitliche Finanzierung der Leistungen im Gesundheitswesen ist in Buchberg mit 56,6 Prozent der Stimmen angenommen worden. Buchberg hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Buchberg (SH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Buchberg par 56,6 pour cent des votants. Buchberg a approuvé la réforme, contrairement à son canton.","Buchberg (SH)","A Buchberg gli abitanti hanno accolto il finanziamento uniforme delle prestazioni con il 56,6 per cento di ""sì"". Buchberg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Merishausen SH","Ja zur einheitlichen Finanzierung der Leistungen im Gesundheitswesen in Merishausen. Die Gemeinde hat die Vorlage mit 52,1 Prozent der Stimmen angenommen. Merishausen hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Merishausen (SH)","Les habitants de Merishausen soutiennent à 52,1 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Merishausen a approuvé la réforme, contrairement à son canton.","Merishausen (SH)","Gli elettori di Merishausen si sono mostrati favorevoli al finanziamento uniforme delle prestazioni, che ha ricevuto il 52,1 per cento di ""sì"". Merishausen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Neuhausen am Rheinfall SH","Mit 8'657 Ja zu 1'762 Nein hat sich Neuhausen am Rheinfall für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Das entspricht 83,1 Prozent. Neuhausen am Rheinfall hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Neuhausen am Rheinfall (SH)","Neuhausen am Rheinfall dit oui à 83,1 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Neuhausen am Rheinfall a approuvé la réforme, contrairement à son canton.","Neuhausen am Rheinfall (SH)","Gli abitanti di Neuhausen am Rheinfall hanno accolto il finanziamento uniforme delle prestazioni con il 83,1 per cento di ""sì"". Neuhausen am Rheinfall ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Rüdlingen SH","Mit 76,9 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Rüdlingen die einheitliche Finanzierung der Leistungen im Gesundheitswesen befürwortet. Rüdlingen hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Rüdlingen (SH)","La population de Rüdlingen approuve à 76,9 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Rüdlingen a approuvé la réforme, contrairement à son canton.","Rüdlingen (SH)","I cittadini di Rüdlingen hanno accolto il finanziamento uniforme delle prestazioni con il 76,9 per cento di voti a favore. Rüdlingen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Schaffhausen SH","Mit 79 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Schaffhausen die einheitliche Finanzierung der Leistungen im Gesundheitswesen befürwortet. Schaffhausen hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Schaffhouse (SH)","La population de Schaffhouse approuve à 79 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Schaffhouse a approuvé la réforme, contrairement à son canton.","Sciaffusa (SH)","I cittadini di Sciaffusa hanno accolto il finanziamento uniforme delle prestazioni con il 79 per cento di voti a favore. Sciaffusa ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Beggingen SH","Keine Mehrheit für die einheitliche Finanzierung der Leistungen im Gesundheitswesen in Beggingen: Die Vorlage ist mit 85,4 Prozent gescheitert. Beggingen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Beggingen (SH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Beggingen. Les citoyens de la commune ont refusé le texte à 85,4 pour cent. Beggingen a rejeté la réforme, tout comme son canton.","Beggingen (SH)","Il 85,4 per cento degli elettori di Beggingen ha respinto il finanziamento uniforme delle prestazioni. Beggingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schleitheim SH","Schleitheim hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen mit 84,7 Prozent Nein-Stimmen verworfen. Schleitheim hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Schleitheim (SH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas trouvé grâce aux yeux des citoyens de Schleitheim. Ils ont refusé le texte à 84,7 pour cent. Schleitheim a rejeté la réforme, tout comme son canton.","Schleitheim (SH)","Il finanziamento uniforme delle prestazioni è stato respinto a Schleitheim, dove ha riscosso il 84,7 per cento di ""no"". Schleitheim ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Siblingen SH","Mit 8'591 Nein zu 4'455 Ja haben die Stimmbürgerinnen und Stimmbürger von Siblingen die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Das sind 65,9 Prozent. Siblingen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Siblingen (SH)","La population de Siblingen rejette à 65,9 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Siblingen a rejeté la réforme, tout comme son canton.","Siblingen (SH)","A Siblingen gli abitanti si sono opposti al finanziamento uniforme delle prestazioni con il 65,9 per cento di voti a sfavore. Siblingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Buch SH","87,3 Prozent der Stimmbürgerinnen und Stimmbürger von Buch SH haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Buch SH hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Buch (SH)","A Buch (SH), les citoyens rejettent à 87,3 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Buch (SH) a rejeté la réforme, tout comme son canton.","Buch (SH)","Nel comune di Buch SH, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 87,3 per cento di voti contrari. Buch SH ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Hemishofen SH","In Hemishofen hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen keine Mehrheit gefunden: 79,3 Prozent haben die Vorlage abgelehnt. Hemishofen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Hemishofen (SH)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Hemishofen. Les habitants ont refusé le texte à 79,3 pour cent. Hemishofen a rejeté la réforme, tout comme son canton.","Hemishofen (SH)","Gli elettori di Hemishofen si sono mostrati scettici nei confronti del finanziamento uniforme delle prestazioni, che è stato respinto con il 79,3 per cento di voti contrari. Hemishofen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Ramsen SH","Mit 4'891 Nein zu 2'940 Ja haben die Stimmbürgerinnen und Stimmbürger von Ramsen die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Das sind 62,5 Prozent. Ramsen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Ramsen (SH)","La population de Ramsen rejette à 62,5 pour cent des voix le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Ramsen a rejeté la réforme, tout comme son canton.","Ramsen (SH)","A Ramsen gli abitanti si sono opposti al finanziamento uniforme delle prestazioni con il 62,5 per cento di voti a sfavore. Ramsen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Stein am Rhein SH","99,2 Prozent der Stimmbürgerinnen und Stimmbürger von Stein am Rhein haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Stein am Rhein hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Schaffhausen.","Stein am Rhein (SH)","A Stein am Rhein, les citoyens rejettent à 99,2 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Le plus fort pourcentage de non du canton de Schaffhouse a été obtenu à Stein am Rhein.","Stein am Rhein (SH)","Nel comune di Stein am Rhein, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 99,2 per cento di voti contrari. Il maggior numero di ""no"" nel canton Sciaffusa è stato ottenuto a Stein am Rhein."
"Hallau SH","75,5 Prozent der Stimmbürgerinnen und Stimmbürger in Hallau haben Ja gesagt zur einheitliche Finanzierung der Leistungen im Gesundheitswesen. Hallau hat damit anders abgestimmt als der Kanton Schaffhausen, der die Vorlage abgelehnt hat.","Hallau (SH)","Les habitants de Hallau acceptent avec 75,5 pour cent de oui le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Hallau a approuvé la réforme, contrairement à son canton.","Hallau (SH)","Il 75,5 per cento degli elettori di Hallau ha accolto il finanziamento uniforme delle prestazioni. Hallau ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Oberhallau SH","85,3 der Stimmbürgerinnen und Stimmbürger von Oberhallau haben die einheitliche Finanzierung der Leistungen im Gesundheitswesen abgelehnt. Oberhallau hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Oberhallau (SH)","Les habitants d'Oberhallau s'opposent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée par 85,3 pour cent des voix. Oberhallau a rejeté la réforme, tout comme son canton.","Oberhallau (SH)","Gli abitanti di Oberhallau hanno respinto il finanziamento uniforme delle prestazioni con il 85,3 per cento di ""no"". Oberhallau ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Trasadingen SH","Keine Mehrheit für die einheitliche Finanzierung der Leistungen im Gesundheitswesen in Trasadingen: Die Vorlage ist mit 69,9 Prozent gescheitert. Trasadingen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Trasadingen (SH)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Trasadingen. Les citoyens de la commune ont refusé le texte à 69,9 pour cent. Trasadingen a rejeté la réforme, tout comme son canton.","Trasadingen (SH)","Il 69,9 per cento degli elettori di Trasadingen ha respinto il finanziamento uniforme delle prestazioni. Trasadingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Wilchingen SH","In Wilchingen hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen keine Mehrheit gefunden: 65,3 Prozent haben die Vorlage abgelehnt. Wilchingen hat damit gleich wie der Kanton Schaffhausen Nein gesagt zu dieser Vorlage.","Wilchingen (SH)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Wilchingen. Les habitants ont refusé le texte à 65,3 pour cent. Wilchingen a rejeté la réforme, tout comme son canton.","Wilchingen (SH)","Gli elettori di Wilchingen si sono mostrati scettici nei confronti del finanziamento uniforme delle prestazioni, che è stato respinto con il 65,3 per cento di voti contrari. Wilchingen ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Herisau AR","Herisau hat der einheitlichen Finanzierung der Leistungen im Gesundheitswesen mit 5'877 Ja- zu 5'344 Nein-Stimmen zugestimmt. Das entspricht einem Ja-Stimmen-Anteil von 52,4 Prozent. Herisau hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Herisau (AR)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée passe la rampe avec 52,4 pour cent de oui à Herisau. Herisau a approuvé la réforme, contrairement à son canton.","Herisau (AR)","Il finanziamento uniforme delle prestazioni è stato accolto a Herisau, dove ha riscosso il 52,4 per cento di voti a favore. Herisau ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Hundwil AR","In Hundwil hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen keine Mehrheit gefunden: 69,7 Prozent haben die Vorlage abgelehnt. Hundwil hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Hundwil (AR)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Hundwil. Les habitants ont refusé le texte à 69,7 pour cent. Hundwil a rejeté la réforme, tout comme son canton.","Hundwil (AR)","Gli elettori di Hundwil si sono mostrati scettici nei confronti del finanziamento uniforme delle prestazioni, che è stato respinto con il 69,7 per cento di voti contrari. Hundwil ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schönengrund AR","58 Prozent der Stimmbürgerinnen und Stimmbürger von Schönengrund haben sich gegen die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Schönengrund hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Schönengrund (AR)","A Schönengrund, les citoyens rejettent à 58 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Schönengrund a rejeté la réforme, tout comme son canton.","Schönengrund (AR)","Nel comune di Schönengrund, i cittadini hanno respinto il finanziamento uniforme delle prestazioni con il 58 per cento di voti contrari. Schönengrund ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Schwellbrunn AR","Mit 57,3 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Schwellbrunn die einheitliche Finanzierung der Leistungen im Gesundheitswesen befürwortet. Schwellbrunn hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Schwellbrunn (AR)","La population de Schwellbrunn approuve à 57,3 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Schwellbrunn a approuvé la réforme, contrairement à son canton.","Schwellbrunn (AR)","I cittadini di Schwellbrunn hanno accolto il finanziamento uniforme delle prestazioni con il 57,3 per cento di voti a favore. Schwellbrunn ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Stein AR","50,9 Prozent der Stimmbürgerinnen und Stimmbürger von Stein AR haben sich für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Stein AR hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Stein (AR)","A Stein (AR), les habitants disent oui à  50,9 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Stein (AR) a approuvé la réforme, contrairement à son canton.","Stein (AR)","Nel comune di Stein AR, i cittadini hanno accolto il finanziamento uniforme delle prestazioni con il 50,9 per cento di voti favorevoli. Stein AR ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Urnäsch AR","Urnäsch hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen mit 50,2 Prozent Nein verworfen. Urnäsch hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Urnäsch (AR)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est refusé à 50,2 pour cent à Urnäsch. Urnäsch a rejeté la réforme, tout comme son canton.","Urnäsch (AR)","I cittadini di Urnäsch hanno respinto il finanziamento uniforme delle prestazioni con il 50,2 per cento di voti contrari. Urnäsch ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Waldstatt AR","Keine Mehrheit für die einheitliche Finanzierung der Leistungen im Gesundheitswesen in Waldstatt: Die Vorlage ist mit 64,7 Prozent gescheitert. Waldstatt hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Waldstatt (AR)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas convaincu à Waldstatt. Les citoyens de la commune ont refusé le texte à 64,7 pour cent. Waldstatt a rejeté la réforme, tout comme son canton.","Waldstatt (AR)","Il 64,7 per cento degli elettori di Waldstatt ha respinto il finanziamento uniforme delle prestazioni. Waldstatt ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Bühler AR","In Bühler hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen keine Mehrheit gefunden: 72 Prozent haben die Vorlage abgelehnt. Bühler hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Bühler (AR)","C'est non au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée à Bühler. Les habitants ont refusé le texte à 72 pour cent. Bühler a rejeté la réforme, tout comme son canton.","Bühler (AR)","Gli elettori di Bühler si sono mostrati scettici nei confronti del finanziamento uniforme delle prestazioni, che è stato respinto con il 72 per cento di voti contrari. Bühler ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Gais AR","Die einheitliche Finanzierung der Leistungen im Gesundheitswesen ist in Gais mit 53,8 Prozent der Stimmen angenommen worden. Gais hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Gais (AR)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Gais par 53,8 pour cent des votants. Gais a approuvé la réforme, contrairement à son canton.","Gais (AR)","A Gais gli abitanti hanno accolto il finanziamento uniforme delle prestazioni con il 53,8 per cento di ""sì"". Gais ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Speicher AR","Ja zur einheitlichen Finanzierung der Leistungen im Gesundheitswesen in Speicher. Die Gemeinde hat die Vorlage mit 88,7 Prozent der Stimmen angenommen. Speicher hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Speicher (AR)","Les habitants de Speicher soutiennent à 88,7 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Speicher a approuvé la réforme, contrairement à son canton.","Speicher (AR)","Gli elettori di Speicher si sono mostrati favorevoli al finanziamento uniforme delle prestazioni, che ha ricevuto il 88,7 per cento di ""sì"". Speicher ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Teufen AR","65,3 Prozent der Stimmbürgerinnen und Stimmbürger von Teufen AR haben sich für die einheitliche Finanzierung der Leistungen im Gesundheitswesen ausgesprochen. Teufen AR hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Teufen (AR)","A Teufen (AR), les habitants disent oui à  65,3 pour cent au financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Teufen (AR) a approuvé la réforme, contrairement à son canton.","Teufen (AR)","Nel comune di Teufen AR, i cittadini hanno accolto il finanziamento uniforme delle prestazioni con il 65,3 per cento di voti favorevoli. Teufen AR ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Trogen AR","Mit 65,5 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Trogen die einheitliche Finanzierung der Leistungen im Gesundheitswesen befürwortet. Trogen hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Trogen (AR)","La population de Trogen approuve à 65,5 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Trogen a approuvé la réforme, contrairement à son canton.","Trogen (AR)","I cittadini di Trogen hanno accolto il finanziamento uniforme delle prestazioni con il 65,5 per cento di voti a favore. Trogen ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Grub AR","Grub AR hat die einheitliche Finanzierung der Leistungen im Gesundheitswesen mit 83,8 Prozent Nein-Stimmen verworfen. Grub AR hat damit gleich wie der Kanton Appenzell Ausserrhoden Nein gesagt zu dieser Vorlage.","Grub (AR)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée n'a pas trouvé grâce aux yeux des citoyens de Grub (AR). Ils ont refusé le texte à 83,8 pour cent. Grub (AR) a rejeté la réforme, tout comme son canton.","Grub (AR)","Il finanziamento uniforme delle prestazioni è stato respinto a Grub AR, dove ha riscosso il 83,8 per cento di ""no"". Grub AR ha respinto il testo, risultato che si è confermato anche a livello cantonale."
"Heiden AR","Ja zur einheitlichen Finanzierung der Leistungen im Gesundheitswesen in Heiden. Die Gemeinde hat die Vorlage mit 89,2 Prozent der Stimmen angenommen. Heiden hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Heiden (AR)","Les habitants de Heiden soutiennent à 89,2 pour cent le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée. Heiden a approuvé la réforme, contrairement à son canton.","Heiden (AR)","Gli elettori di Heiden si sono mostrati favorevoli al finanziamento uniforme delle prestazioni, che ha ricevuto il 89,2 per cento di ""sì"". Heiden ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
"Lutzenberg AR","Die einheitliche Finanzierung der Leistungen im Gesundheitswesen ist in Lutzenberg mit 50,8 Prozent der Stimmen angenommen worden. Lutzenberg hat damit anders abgestimmt als der Kanton Appenzell Ausserrhoden, der die Vorlage abgelehnt hat.","Lutzenberg (AR)","Le financement uniforme des prestations médicales ambulatoires, stationnaires et les soins de longue durée est approuvé à Lutzenberg par 50,8 pour cent des votants. Lutzenberg a approuvé la réforme, contrairement à son canton.","Lutzenberg (AR)","A Lutzenberg gli abitanti hanno accolto il finanziamento uniforme delle prestazioni con il 50,8 per cento di ""sì"". Lutzenberg ha accolto il testo, contrariamente a quanto avvenuto a livello cantonale."
